0  5.7026796570e+07  1.0611949984e-11
1  5.3521098707e+07 -1.7559489250e-11
2  3.4053517528e+07 -2.9956251677e-12
3  2.4935264140e+07  6.2958572751e-12
4  1.9441105548e+07 -6.0620356939e-12
5  1.5180611132e+07  2.0629031521e-12
6  1.1839092149e+07 -1.1660017390e-11
7  9.1879876582e+06  1.1717102561e-12
8  7.3070230123e+06  2.3884734611e-12
9  5.7051336964e+06  1.7831494872e-12
10  4.3196352467e+06 -1.4760655974e-12
11  3.4077805374e+06 -1.0905323484e-12
12  2.6562774696e+06 -7.0215937332e-13
13  2.1030764838e+06 -7.9043450328e-13
14  1.6424503395e+06 -4.2902382860e-13
15  1.3067342561e+06  6.6221682528e-13
16  1.0301859423e+06  9.0467732575e-13
17  8.1922338004e+05  6.9559304865e-14
18  6.3558088245e+05 -3.4087768694e-13
19  5.0585122488e+05 -4.0984968117e-13
20  4.0630402910e+05 -1.3473444530e-13
21  3.1774621227e+05 -1.7451499027e-13
22  2.5328236134e+05  1.2173065076e-13
23  2.0149694899e+05 -5.7418974377e-14
24  1.5751303520e+05  9.4728877574e-14
25  1.2735739399e+05 -7.6895023855e-14
26  1.0777752332e+05  4.9166119140e-14
27  9.0683905026e+04 -7.5307663595e-14
28  7.5445744005e+04  5.7420914443e-14
29  6.4847875222e+04  5.2198840745e-15
30  5.7101804497e+04 -2.6024750192e-14
31  5.3000363781e+04  4.7757359652e-15
0  4.9514650461e+07  1.0175991518e-11
1  5.3766218183e+07 -1.9588201830e-11
2  3.2698020718e+07 -9.5560668387e-12
3  2.4202062092e+07 -6.0698911533e-13
4  1.8911563510e+07  5.3965641135e-12
5  1.4723681995e+07 -2.3782254175e-12
6  1.1203057296e+07 -8.4766539093e-12
7  8.7218028475e+06 -4.5368195734e-12
8  6.8815938486e+06 -9.8587970687e-13
9  5.4107408548e+06 -2.1411022894e-12
10  4.2217516556e+06  1.2310323592e-14
11  3.4127639904e+06 -3.3269133774e-13
12  2.6396966960e+06 -1.8288208828e-12
13  2.0777288710e+06 -9.7345865810e-13
14  1.5820686456e+06  1.2710388307e-12
15  1.2644161566e+06  3.5955366799e-13
16  1.0014936953e+06  3.8921222328e-13
17  7.5329869685e+05 -6.4961880593e-14
18  5.9164745664e+05  7.3224307900e-14
19  4.5758468253e+05  1.7598251452e-13
20  3.5367821372e+05 -2.0447486605e-13
21  2.6630062732e+05  2.7135485547e-13
22  1.9987966506e+05  1.1980787402e-13
23  1.5738559844e+05  7.5427376809e-15
24  1.2121902242e+05  1.0368681023e-13
25  9.6669170652e+04 -1.6016943562e-14
26  7.4753203751e+04  3.2662270413e-14
27  5.8905630912e+04 -8.4798542670e-15
28  4.9143048206e+04 -2.6826971008e-14
29  4.0942078820e+04  2.9757691313e-15
30  3.7063356508e+04 -1.1479799983e-14
31  3.3315432155e+04  1.6251105866e-14
0  5.8022611967e+07  1.9967971866e-11
1  5.5894780995e+07 -2.6125922721e-11
2  3.3202355382e+07 -1.0256329655e-11
3  2.4808015246e+07  6.6195131043e-12
4  1.8839576386e+07  6.8280964986e-12
5  1.4765710175e+07 -3.0202601910e-12
6  1.1160904461e+07 -5.4427320843e-12
7  8.5431394309e+06  4.2956588518e-14
8  6.6303660903e+06 -5.0193963985e-12
9  5.1476383751e+06  2.2226104847e-12
10  4.0053407567e+06 -5.7180244406e-13
11  3.1923789585e+06 -1.1140006885e-12
12  2.4585426531e+06 -1.0425430102e-12
13  1.9144197473e+06  8.5720107857e-14
14  1.4809095451e+06  2.7418677777e-13
15  1.1550539956e+06  9.1138289181e-13
16  8.6320863207e+05 -2.7975076099e-13
17  6.8251751978e+05 -4.4529857539e-13
18  5.2707437479e+05 -3.1348347178e-13
19  4.0311982410e+05  1.1048670214e-13
20  3.1669268353e+05 -4.0485675893e-14
21  2.4106799944e+05  1.1871007902e-13
22  1.8734394930e+05  4.6322513614e-14
23  1.4362301675e+05 -2.0474874156e-14
24  1.0771422289e+05 -3.0495109710e-15
25  8.2638971285e+04  1.3341084877e-14
26  6.4962131378e+04  1.0326684031e-14
27  4.9883306533e+04  7.3333465761e-16
28  3.9164579179e+04 -7.1190378155e-15
29  3.1804338942e+04  1.2409545011e-14
30  2.7325202747e+04  2.9047853930e-15
31  2.4921373739e+04 -2.8629432765e-14
0  5.1664498126e+07 -1.3816686226e-11
1  5.3114834674e+07  1.3073777009e-11
2  3.1673754148e+07 -1.6686473207e-12
3  2.4713023515e+07 -8.8621968915e-12
4  1.9020104091e+07  3.2573437946e-12
5  1.4785222666e+07  1.6042529986e-12
6  1.1587698293e+07  8.2973560027e-13
7  8.7884914638e+06 -4.0325522303e-12
8  6.9091609569e+06  1.2827546422e-13
9  5.4074596228e+06  9.1546998870e-13
10  4.2822217493e+06 -2.9376252459e-13
11  3.4001788454e+06 -2.7335266748e-12
12  2.6590506994e+06 -1.6699466630e-13
13  2.0178673858e+06  4.8666563167e-13
14  1.5884907489e+06 -7.0072607405e-13
15  1.2231583002e+06 -1.3317600509e-13
16  9.3505174659e+05 -4.9967285757e-14
17  7.2538188302e+05 -6.2190558862e-14
18  5.5333564968e+05 -7.1107608458e-14
19  4.4767038227e+05 -1.4042711212e-13
20  3.5115328736e+05 -2.3630949244e-13
21  2.6574229103e+05  1.1430900417e-13
22  2.1115878950e+05 -8.0641262505e-14
23  1.6158810616e+05  1.0274359889e-13
24  1.2667982008e+05  1.3005667889e-13
25  9.6480376055e+04 -4.1049255505e-14
26  7.5361932126e+04  1.1102966679e-14
27  6.1251422423e+04  5.8770904738e-15
28  4.8010267564e+04  2.7515639822e-14
29  4.0133213787e+04 -4.2303275938e-14
30  3.3677787873e+04 -5.8532585914e-16
31  3.0484536436e+04  1.2371251865e-14
0  4.8842882701e+07 -1.9775946030e-11
1  4.9887201584e+07  1.7181367735e-11
2  3.0135774729e+07  8.0348138290e-12
3  2.3010448387e+07  1.4455279132e-11
4  1.7140029509e+07  9.3758143222e-13
5  1.3065539798e+07  4.2918724620e-12
6  1.0009509875e+07 -2.4731777353e-12
7  7.7287258126e+06 -3.9163838615e-12
8  6.0030696882e+06  1.3379147982e-12
9  4.8799419856e+06  2.8910723019e-12
10  3.7850817234e+06 -3.8881417287e-13
11  2.9558212957e+06  8.1706087445e-13
12  2.3101396332e+06  1.4619888257e-12
13  1.8126095249e+06 -8.5583143949e-13
14  1.3992727894e+06 -1.1965808550e-13
15  1.0514149983e+06 -2.7881622741e-13
16  8.1452916322e+05  3.6284416965e-13
17  6.1701722413e+05  4.1571942077e-13
18  4.7170317697e+05 -1.0992682107e-13
19  3.5493114303e+05 -4.8258050565e-14
20  2.7667829496e+05  3.4480192155e-14
21  2.1612629851e+05  9.0825101835e-14
22  1.6412017101e+05 -8.3906008222e-15
23  1.2574849693e+05 -2.4446219274e-14
24  9.6460233110e+04  3.1846044927e-14
25  7.5881467426e+04  1.0280396717e-14
26  6.1533431113e+04  5.2503603349e-14
27  5.0302576431e+04  7.4707645982e-15
28  4.1321969353e+04  3.0791551888e-14
29  3.4345078628e+04  4.7012433524e-15
30  2.9447189200e+04 -1.1592809779e-14
31  2.8007762032e+04 -7.4600991158e-15
0  4.6064137756e+07 -4.6400771273e-12
1  4.7293936221e+07 -8.5230731993e-12
2  2.7669669193e+07  2.9969426653e-12
3  2.0462313473e+07 -1.4575465051e-11
4  1.5598108443e+07  6.1374545389e-12
5  1.2270493721e+07  5.6805686210e-13
6  9.5855927756e+06  5.6768330886e-12
7  7.5082704455e+06  2.1612381144e-12
8  5.7081644366e+06 -1.0976762481e-12
9  4.5381575415e+06  4.0356029988e-13
10  3.4478350045e+06 -4.9681445681e-14
11  2.8174536364e+06  1.3635558133e-14
12  2.1971532285e+06 -1.3156433777e-12
13  1.7163819672e+06  1.3952469334e-13
14  1.3403275735e+06  3.4315805100e-13
15  1.0361453683e+06  5.7452162722e-13
16  7.9831322734e+05 -2.0546328463e-13
17  6.2528750859e+05  3.7411984697e-13
18  4.8151844527e+05 -1.7943915246e-13
19  3.6852251543e+05  2.1777329456e-13
20  2.8665725337e+05  2.7749738789e-15
21  2.2314522220e+05 -4.3688781160e-14
22  1.6906454991e+05  2.0323124347e-13
23  1.2873861747e+05 -1.1061167644e-13
24  1.0060255788e+05  3.0418780305e-14
25  7.8369147016e+04 -2.4534875481e-14
26  6.2453776522e+04 -7.0356800818e-14
27  4.9785699556e+04 -4.8288865461e-14
28  4.1762819174e+04 -1.0087321374e-15
29  3.5000773671e+04 -1.2829643454e-14
30  2.9918538328e+04  2.0188688838e-16
31  2.7538471661e+04  1.3199746523e-14
0  4.8743693808e+07 -1.0582736426e-11
1  5.1636649251e+07 -2.3910536589e-11
2  3.1134365868e+07  8.6296026364e-12
3  2.3497373942e+07 -4.9783563312e-12
4  1.7864160365e+07 -5.1139811671e-12
5  1.4474392934e+07 -6.7978333841e-14
6  1.1793095852e+07  3.6967376653e-12
7  9.3892757399e+06 -2.9422696003e-12
8  7.5451235217e+06 -2.4314374999e-12
9  6.2060643425e+06  6.4589303344e-14
10  4.9200953089e+06  1.0529190949e-12
11  3.8705346260e+06  6.4326568340e-13
12  3.1145663463e+06  7.7920197099e-13
13  2.4643066499e+06  3.7316776919e-13
14  1.9590948118e+06  5.4187144733e-13
15  1.5853144976e+06  3.3422440841e-13
16  1.2418758317e+06  8.8722952767e-14
17  9.9915710675e+05 -2.1842379424e-14
18  7.8526591488e+05 -3.2197166755e-13
19  6.2755105796e+05  6.7741338247e-14
20  5.0672815994e+05  7.0309109539e-14
21  4.0736183503e+05 -2.6366199732e-13
22  3.2367471646e+05 -2.4014737442e-13
23  2.6104871667e+05  8.1030351890e-14
24  2.0526431963e+05  1.6687643727e-13
25  1.6595585436e+05  1.1583572420e-13
26  1.3190896465e+05 -2.8691113470e-14
27  1.0518196115e+05  7.3884751097e-14
28  8.9601740363e+04  1.5277538021e-14
29  7.5717416142e+04  5.8847782117e-14
