|1|-0.04774|0.00338| 
|2|0.50967|0.00236| 
|3|0.28438|0.00139| 
|4|0.26267|0.00143| 
|5|0.25094|0.00136| 
|6|0.24396|0.00141| 
|7|0.24430|0.00132| 
|8|0.24326|0.00131| 
|9|0.24224|0.00134| 
|10|0.24188|0.00140| 
|11|0.24386|0.00148| 
|12|0.24177|0.00155| 
|13|0.24319|0.00152| 
|14|0.24283|0.00138| 
|15|0.24355|0.00165| 
|16|0.24397|0.00171| 
|17|0.24259|0.00173| 
|18|0.24169|0.00171| 
|19|0.24202|0.00171| 
|20|0.24384|0.00156| 
|21|0.24365|0.00179| 
|22|0.23850|0.00176| 
|23|0.23818|0.00196| 
|24|0.23636|0.00188| 
|25|0.23289|0.00213| 
|26|0.22415|0.00203| 
|27|0.20963|0.00225| 
|28|0.19556|0.00201| 
|29|0.16779|0.00210| 
|30|0.12970|0.00184| 
